,electrophile,nucleophile,catalyst,base,miser_area_count,max,relative_count
1371,e8,n13,RockPhos Pd G3 44,BEMP 27,546.0,2847.0000001,0.19178082191107199
1370,e8,n13,RockPhos Pd G3 44,BTMG 26,451.0,2847.0000001,0.15841236388625177
1372,e8,n13,RockPhos Pd G3 44,BTTP 28,508.0,2847.0000001,0.1784334387011439
1368,e8,n13,RockPhos Pd G3 44,DBU 24,435.0,2847.0000001,0.1527924130610189
1369,e8,n13,RockPhos Pd G3 44,MTBD 25,442.0,2847.0000001,0.15525114154705827
1373,e8,n13,RockPhos Pd G3 44,P1-t-octyl S17,430.0,2847.0000001,0.1510361784281336
1375,e8,n13,RockPhos Pd G3 44,P2-t-Bu S18,1414.0,2847.0000001,0.49666315417995566
1374,e8,n13,RockPhos Pd G3 44,P2Et 29,1516.0,2847.0000001,0.5324903406908152
1347,e8,n13,Xphos Pd G3 36,BEMP 27,235.0,2847.0000001,0.0825430277456079
1346,e8,n13,Xphos Pd G3 36,BTMG 26,237.0,2847.0000001,0.08324552159876202
1348,e8,n13,Xphos Pd G3 36,BTTP 28,234.0,2847.0000001,0.08219178081903085
1344,e8,n13,Xphos Pd G3 36,DBU 24,214.0,2847.0000001,0.07516684228748975
1345,e8,n13,Xphos Pd G3 36,MTBD 25,235.0,2847.0000001,0.0825430277456079
1349,e8,n13,Xphos Pd G3 36,P1-t-octyl S17,236.0,2847.0000001,0.08289427467218496
1351,e8,n13,Xphos Pd G3 36,P2-t-Bu S18,261.0,2847.0000001,0.09167544783661133
1350,e8,n13,Xphos Pd G3 36,P2Et 29,262.0,2847.0000001,0.0920266947631884
1363,e8,n13,tBuBrettPhos Pd G3 43,BEMP 27,751.0,2847.0000001,0.2637864418593682
1362,e8,n13,tBuBrettPhos Pd G3 43,BTMG 26,932.0,2847.0000001,0.3273621355698152
1364,e8,n13,tBuBrettPhos Pd G3 43,BTTP 28,999.0,2847.0000001,0.35089567965047785
1360,e8,n13,tBuBrettPhos Pd G3 43,DBU 24,490.0,2847.0000001,0.17211099402275692
1361,e8,n13,tBuBrettPhos Pd G3 43,MTBD 25,875.0,2847.0000001,0.30734106075492307
1365,e8,n13,tBuBrettPhos Pd G3 43,P1-t-octyl S17,400.0,2847.0000001,0.14049877063082197
1367,e8,n13,tBuBrettPhos Pd G3 43,P2-t-Bu S18,1278.0,2847.0000001,0.4488935721654762
1366,e8,n13,tBuBrettPhos Pd G3 43,P2Et 29,1825.0,2847.0000001,0.6410256410031252
1355,e8,n13,tBuXPHOS Pd G3 42,BEMP 27,772.0,2847.0000001,0.2711626273174864
1354,e8,n13,tBuXPHOS Pd G3 42,BTMG 26,642.0,2847.0000001,0.22550052686246927
1356,e8,n13,tBuXPHOS Pd G3 42,BTTP 28,745.0,2847.0000001,0.2616789602999059
1352,e8,n13,tBuXPHOS Pd G3 42,DBU 24,357.0,2847.0000001,0.1253951527880086
1353,e8,n13,tBuXPHOS Pd G3 42,MTBD 25,603.0,2847.0000001,0.2118018967259641
1357,e8,n13,tBuXPHOS Pd G3 42,P1-t-octyl S17,730.0,2847.0000001,0.2564102564012501
1359,e8,n13,tBuXPHOS Pd G3 42,P2-t-Bu S18,2847.0,2847.0000001,0.9999999999648753
1358,e8,n13,tBuXPHOS Pd G3 42,P2Et 29,2699.0,2847.0000001,0.9480154548314712
1427,e8,n16,AdBrettPhos Pd G3 45,BEMP 27,1136.0,1485.0000001,0.764983164931651
1426,e8,n16,AdBrettPhos Pd G3 45,BTMG 26,665.0,1485.0000001,0.4478114477812921
1428,e8,n16,AdBrettPhos Pd G3 45,BTTP 28,999.0,1485.0000001,0.6727272726819712
1424,e8,n16,AdBrettPhos Pd G3 45,DBU 24,261.0,1485.0000001,0.17575757574574022
1425,e8,n16,AdBrettPhos Pd G3 45,MTBD 25,564.0,1485.0000001,0.37979797977240415
1429,e8,n16,AdBrettPhos Pd G3 45,P1-t-octyl S17,375.0,1485.0000001,0.2525252525082474
1431,e8,n16,AdBrettPhos Pd G3 45,P2-t-Bu S18,286.0,1485.0000001,0.19259259257962338
1430,e8,n16,AdBrettPhos Pd G3 45,P2Et 29,277.0,1485.0000001,0.18653198651942546
1435,e8,n16,DTBPF Pd G3 38,BEMP 27,277.0,1485.0000001,0.18653198651942546
1434,e8,n16,DTBPF Pd G3 38,BTMG 26,272.0,1485.0000001,0.1831649831526488
1436,e8,n16,DTBPF Pd G3 38,BTTP 28,286.0,1485.0000001,0.19259259257962338
1432,e8,n16,DTBPF Pd G3 38,DBU 24,329.0,1485.0000001,0.22154882153390243
1433,e8,n16,DTBPF Pd G3 38,MTBD 25,335.0,1485.0000001,0.22558922557403438
1437,e8,n16,DTBPF Pd G3 38,P1-t-octyl S17,307.0,1485.0000001,0.20673400672008524
1439,e8,n16,DTBPF Pd G3 38,P2-t-Bu S18,274.0,1485.0000001,0.18451178449935945
1438,e8,n16,DTBPF Pd G3 38,P2Et 29,276.0,1485.0000001,0.18585858584607012
1419,e8,n16,RockPhos Pd G3 44,BEMP 27,936.0,1485.0000001,0.6303030302605857
1418,e8,n16,RockPhos Pd G3 44,BTMG 26,673.0,1485.0000001,0.45319865316813474
1420,e8,n16,RockPhos Pd G3 44,BTTP 28,770.0,1485.0000001,0.5185185184836014
1416,e8,n16,RockPhos Pd G3 44,DBU 24,390.0,1485.0000001,0.26262626260857735
1417,e8,n16,RockPhos Pd G3 44,MTBD 25,493.0,1485.0000001,0.331986531964176
1421,e8,n16,RockPhos Pd G3 44,P1-t-octyl S17,386.0,1485.0000001,0.259932659915156
1423,e8,n16,RockPhos Pd G3 44,P2-t-Bu S18,257.0,1485.0000001,0.1730639730523189
1422,e8,n16,RockPhos Pd G3 44,P2Et 29,256.0,1485.0000001,0.1723905723789636
1395,e8,n16,Xphos Pd G3 36,BEMP 27,240.0,1485.0000001,0.16161616160527836
1394,e8,n16,Xphos Pd G3 36,BTMG 26,254.0,1485.0000001,0.17104377103225293
1396,e8,n16,Xphos Pd G3 36,BTTP 28,325.0,1485.0000001,0.21885521884048112
1392,e8,n16,Xphos Pd G3 36,DBU 24,219.0,1485.0000001,0.1474747474648165
1393,e8,n16,Xphos Pd G3 36,MTBD 25,283.0,1485.0000001,0.1905723905595574
1397,e8,n16,Xphos Pd G3 36,P1-t-octyl S17,251.0,1485.0000001,0.16902356901218696
1399,e8,n16,Xphos Pd G3 36,P2-t-Bu S18,338.0,1485.0000001,0.22760942759410036
1398,e8,n16,Xphos Pd G3 36,P2Et 29,249.0,1485.0000001,0.1676767676654763
1411,e8,n16,tBuBrettPhos Pd G3 43,BEMP 27,1485.0,1485.0000001,0.9999999999326599
1410,e8,n16,tBuBrettPhos Pd G3 43,BTMG 26,900.0,1485.0000001,0.6060606060197938
1412,e8,n16,tBuBrettPhos Pd G3 43,BTTP 28,1060.0,1485.0000001,0.7138047137566461
1408,e8,n16,tBuBrettPhos Pd G3 43,DBU 24,354.0,1485.0000001,0.2383838383677856
1409,e8,n16,tBuBrettPhos Pd G3 43,MTBD 25,630.0,1485.0000001,0.4242424242138557
1413,e8,n16,tBuBrettPhos Pd G3 43,P1-t-octyl S17,471.0,1485.0000001,0.3171717171503588
1415,e8,n16,tBuBrettPhos Pd G3 43,P2-t-Bu S18,247.0,1485.0000001,0.16632996631876565
1414,e8,n16,tBuBrettPhos Pd G3 43,P2Et 29,262.0,1485.0000001,0.17643097641909555
1403,e8,n16,tBuXPHOS Pd G3 42,BEMP 27,959.0,1485.0000001,0.6457912457477581
1402,e8,n16,tBuXPHOS Pd G3 42,BTMG 26,437.0,1485.0000001,0.2942760942562777
1404,e8,n16,tBuXPHOS Pd G3 42,BTTP 28,699.0,1485.0000001,0.47070707067537326
1400,e8,n16,tBuXPHOS Pd G3 42,DBU 24,291.0,1485.0000001,0.19595959594640003
1401,e8,n16,tBuXPHOS Pd G3 42,MTBD 25,331.0,1485.0000001,0.22289562288061307
1405,e8,n16,tBuXPHOS Pd G3 42,P1-t-octyl S17,324.0,1485.0000001,0.21818181816712579
1407,e8,n16,tBuXPHOS Pd G3 42,P2-t-Bu S18,538.0,1485.0000001,0.3622895622651657
1406,e8,n16,tBuXPHOS Pd G3 42,P2Et 29,808.0,1485.0000001,0.5441077440711038
1523,e8,n19,AdBrettPhos Pd G3 45,BEMP 27,1439.0,14394.0000001,0.09997221064262907
1522,e8,n19,AdBrettPhos Pd G3 45,BTMG 26,1517.0,14394.0000001,0.10539113519448803
1524,e8,n19,AdBrettPhos Pd G3 45,BTTP 28,952.0,14394.0000001,0.06613866888935571
1520,e8,n19,AdBrettPhos Pd G3 45,DBU 24,326.0,14394.0000001,0.0226483256911029
1521,e8,n19,AdBrettPhos Pd G3 45,MTBD 25,1746.0,14394.0000001,0.12130054189161246
1525,e8,n19,AdBrettPhos Pd G3 45,P1-t-octyl S17,647.0,14394.0000001,0.0449492844237533
1527,e8,n19,AdBrettPhos Pd G3 45,P2-t-Bu S18,614.0,14394.0000001,0.04265666249796681
1526,e8,n19,AdBrettPhos Pd G3 45,P2Et 29,428.0,14394.0000001,0.02973461164353387
1531,e8,n19,DTBPF Pd G3 38,BEMP 27,323.0,14394.0000001,0.0224399055160314
1530,e8,n19,DTBPF Pd G3 38,BTMG 26,318.0,14394.0000001,0.0220925385575789
1532,e8,n19,DTBPF Pd G3 38,BTTP 28,299.0,14394.0000001,0.02077254411545941
1528,e8,n19,DTBPF Pd G3 38,DBU 24,631.0,14394.0000001,0.04383771015670531
1529,e8,n19,DTBPF Pd G3 38,MTBD 25,318.0,14394.0000001,0.0220925385575789
1533,e8,n19,DTBPF Pd G3 38,P1-t-octyl S17,554.0,14394.0000001,0.03848825899653683
1535,e8,n19,DTBPF Pd G3 38,P2-t-Bu S18,635.0,14394.0000001,0.0441156037234673
1534,e8,n19,DTBPF Pd G3 38,P2Et 29,582.0,14394.0000001,0.04043351396387082
1515,e8,n19,RockPhos Pd G3 44,BEMP 27,1305.0,14394.0000001,0.0906627761561021
1514,e8,n19,RockPhos Pd G3 44,BTMG 26,1997.0,14394.0000001,0.1387383632059279
1516,e8,n19,RockPhos Pd G3 44,BTTP 28,1451.0,14394.0000001,0.10080589134291505
1512,e8,n19,RockPhos Pd G3 44,DBU 24,1022.0,14394.0000001,0.07100180630769069
1513,e8,n19,RockPhos Pd G3 44,MTBD 25,1912.0,14394.0000001,0.13283312491223542
1517,e8,n19,RockPhos Pd G3 44,P1-t-octyl S17,982.0,14394.0000001,0.0682228706400707
1519,e8,n19,RockPhos Pd G3 44,P2-t-Bu S18,585.0,14394.0000001,0.04064193413894232
1518,e8,n19,RockPhos Pd G3 44,P2Et 29,556.0,14394.0000001,0.03862720577991783
1491,e8,n19,Xphos Pd G3 36,BEMP 27,5479.0,14394.0000001,0.38064471307224784
1490,e8,n19,Xphos Pd G3 36,BTMG 26,8354.0,14394.0000001,0.5803807141824344
1492,e8,n19,Xphos Pd G3 36,BTTP 28,5183.0,14394.0000001,0.3600805891318599
1488,e8,n19,Xphos Pd G3 36,DBU 24,596.0,14394.0000001,0.04140614144753782
1489,e8,n19,Xphos Pd G3 36,MTBD 25,14394.0,14394.0000001,0.9999999999930526
1493,e8,n19,Xphos Pd G3 36,P1-t-octyl S17,5704.0,14394.0000001,0.39627622620261027
1495,e8,n19,Xphos Pd G3 36,P2-t-Bu S18,1649.0,14394.0000001,0.114561622897634
1494,e8,n19,Xphos Pd G3 36,P2Et 29,2038.0,14394.0000001,0.1415867722652384
1507,e8,n19,tBuBrettPhos Pd G3 43,BEMP 27,2492.0,14394.0000001,0.17312769209272524
1506,e8,n19,tBuBrettPhos Pd G3 43,BTMG 26,3288.0,14394.0000001,0.228428511878363
1508,e8,n19,tBuBrettPhos Pd G3 43,BTTP 28,1516.0,14394.0000001,0.10532166180279753
1504,e8,n19,tBuBrettPhos Pd G3 43,DBU 24,1449.0,14394.0000001,0.10066694455953405
1505,e8,n19,tBuBrettPhos Pd G3 43,MTBD 25,1145.0,14394.0000001,0.07954703348562216
1509,e8,n19,tBuBrettPhos Pd G3 43,P1-t-octyl S17,4276.0,14394.0000001,0.2970682228685767
1511,e8,n19,tBuBrettPhos Pd G3 43,P2-t-Bu S18,1249.0,14394.0000001,0.08677226622143412
1510,e8,n19,tBuBrettPhos Pd G3 43,P2Et 29,1042.0,14394.0000001,0.07239127414150068
1499,e8,n19,tBuXPHOS Pd G3 42,BEMP 27,9651.0,14394.0000001,0.6704877032050126
1498,e8,n19,tBuXPHOS Pd G3 42,BTMG 26,5607.0,14394.0000001,0.3895373072086318
1500,e8,n19,tBuXPHOS Pd G3 42,BTTP 28,6509.0,14394.0000001,0.4522023065134625
1496,e8,n19,tBuXPHOS Pd G3 42,DBU 24,2390.0,14394.0000001,0.16604140614029428
1497,e8,n19,tBuXPHOS Pd G3 42,MTBD 25,8663.0,14394.0000001,0.6018479922147989
1501,e8,n19,tBuXPHOS Pd G3 42,P1-t-octyl S17,6459.0,14394.0000001,0.44872863692893755
1503,e8,n19,tBuXPHOS Pd G3 42,P2-t-Bu S18,1746.0,14394.0000001,0.12130054189161246
1502,e8,n19,tBuXPHOS Pd G3 42,P2Et 29,2996.0,14394.0000001,0.2081422815047371
1475,e8,n20,AdBrettPhos Pd G3 45,BEMP 27,211.0,427.0000001,0.49414519894750697
1474,e8,n20,AdBrettPhos Pd G3 45,BTMG 26,215.0,427.0000001,0.5035128804441421
1476,e8,n20,AdBrettPhos Pd G3 45,BTTP 28,216.0,427.0000001,0.5058548008183009
1472,e8,n20,AdBrettPhos Pd G3 45,DBU 24,215.0,427.0000001,0.5035128804441421
1473,e8,n20,AdBrettPhos Pd G3 45,MTBD 25,212.0,427.0000001,0.4964871193216657
1477,e8,n20,AdBrettPhos Pd G3 45,P1-t-octyl S17,213.0,427.0000001,0.49882903969582454
1479,e8,n20,AdBrettPhos Pd G3 45,P2-t-Bu S18,224.0,427.0000001,0.5245901638115713
1478,e8,n20,AdBrettPhos Pd G3 45,P2Et 29,212.0,427.0000001,0.4964871193216657
1483,e8,n20,DTBPF Pd G3 38,BEMP 27,212.0,427.0000001,0.4964871193216657
1482,e8,n20,DTBPF Pd G3 38,BTMG 26,212.0,427.0000001,0.4964871193216657
1484,e8,n20,DTBPF Pd G3 38,BTTP 28,215.0,427.0000001,0.5035128804441421
1480,e8,n20,DTBPF Pd G3 38,DBU 24,215.0,427.0000001,0.5035128804441421
1481,e8,n20,DTBPF Pd G3 38,MTBD 25,214.0,427.0000001,0.5011709600699834
1485,e8,n20,DTBPF Pd G3 38,P1-t-octyl S17,215.0,427.0000001,0.5035128804441421
1487,e8,n20,DTBPF Pd G3 38,P2-t-Bu S18,221.0,427.0000001,0.517564402689095
1486,e8,n20,DTBPF Pd G3 38,P2Et 29,213.0,427.0000001,0.49882903969582454
1467,e8,n20,RockPhos Pd G3 44,BEMP 27,224.0,427.0000001,0.5245901638115713
1466,e8,n20,RockPhos Pd G3 44,BTMG 26,237.0,427.0000001,0.5550351286756358
1468,e8,n20,RockPhos Pd G3 44,BTTP 28,223.0,427.0000001,0.5222482434374126
1464,e8,n20,RockPhos Pd G3 44,DBU 24,226.0,427.0000001,0.5292740045598889
1465,e8,n20,RockPhos Pd G3 44,MTBD 25,250.0,427.0000001,0.5854800935397002
1469,e8,n20,RockPhos Pd G3 44,P1-t-octyl S17,217.0,427.0000001,0.5081967211924597
1471,e8,n20,RockPhos Pd G3 44,P2-t-Bu S18,223.0,427.0000001,0.5222482434374126
1470,e8,n20,RockPhos Pd G3 44,P2Et 29,220.0,427.0000001,0.5152224823149362
1443,e8,n20,Xphos Pd G3 36,BEMP 27,225.0,427.0000001,0.5269320841857301
1442,e8,n20,Xphos Pd G3 36,BTMG 26,257.0,427.0000001,0.6018735361588118
1444,e8,n20,Xphos Pd G3 36,BTTP 28,307.0,427.0000001,0.7189695548667518
1440,e8,n20,Xphos Pd G3 36,DBU 24,210.0,427.0000001,0.49180327857334816
1441,e8,n20,Xphos Pd G3 36,MTBD 25,229.0,427.0000001,0.5362997656823654
1445,e8,n20,Xphos Pd G3 36,P1-t-octyl S17,262.0,427.0000001,0.6135831380296057
1447,e8,n20,Xphos Pd G3 36,P2-t-Bu S18,251.0,427.0000001,0.587822013913859
1446,e8,n20,Xphos Pd G3 36,P2Et 29,272.0,427.0000001,0.6370023417711937
1459,e8,n20,tBuBrettPhos Pd G3 43,BEMP 27,309.0,427.0000001,0.7236533956150695
1458,e8,n20,tBuBrettPhos Pd G3 43,BTMG 26,310.0,427.0000001,0.7259953159892282
1460,e8,n20,tBuBrettPhos Pd G3 43,BTTP 28,266.0,427.0000001,0.622950819526241
1456,e8,n20,tBuBrettPhos Pd G3 43,DBU 24,244.0,427.0000001,0.5714285712947473
1457,e8,n20,tBuBrettPhos Pd G3 43,MTBD 25,284.0,427.0000001,0.6651053862610994
1461,e8,n20,tBuBrettPhos Pd G3 43,P1-t-octyl S17,239.0,427.0000001,0.5597189694239534
1463,e8,n20,tBuBrettPhos Pd G3 43,P2-t-Bu S18,280.0,427.0000001,0.6557377047644642
1462,e8,n20,tBuBrettPhos Pd G3 43,P2Et 29,237.0,427.0000001,0.5550351286756358
1451,e8,n20,tBuXPHOS Pd G3 42,BEMP 27,401.0,427.0000001,0.9391100700376791
1450,e8,n20,tBuXPHOS Pd G3 42,BTMG 26,427.0,427.0000001,0.9999999997658079
1452,e8,n20,tBuXPHOS Pd G3 42,BTTP 28,340.0,427.0000001,0.7962529272139922
1448,e8,n20,tBuXPHOS Pd G3 42,DBU 24,266.0,427.0000001,0.622950819526241
1449,e8,n20,tBuXPHOS Pd G3 42,MTBD 25,388.0,427.0000001,0.9086651051736147
1453,e8,n20,tBuXPHOS Pd G3 42,P1-t-octyl S17,298.0,427.0000001,0.6978922714993226
1455,e8,n20,tBuXPHOS Pd G3 42,P2-t-Bu S18,231.0,427.0000001,0.540983606430683
1454,e8,n20,tBuXPHOS Pd G3 42,P2Et 29,328.0,427.0000001,0.7681498827240867
