,electrophile,nucleophile,catalyst,base,miser_area_count,max,relative_count
83,e2,n13,AdBrettPhos Pd G3 45,BEMP 27,335.0,1428.0000001,0.23459383751858584
82,e2,n13,AdBrettPhos Pd G3 45,BTMG 26,348.0,1428.0000001,0.24369747897453098
84,e2,n13,AdBrettPhos Pd G3 45,BTTP 28,349.0,1428.0000001,0.24439775908652675
80,e2,n13,AdBrettPhos Pd G3 45,DBU 24,334.0,1428.0000001,0.23389355740659007
81,e2,n13,AdBrettPhos Pd G3 45,MTBD 25,338.0,1428.0000001,0.23669467785457318
85,e2,n13,AdBrettPhos Pd G3 45,P1-t-octyl S17,339.0,1428.0000001,0.23739495796656895
87,e2,n13,AdBrettPhos Pd G3 45,P2-t-Bu S18,349.0,1428.0000001,0.24439775908652675
86,e2,n13,AdBrettPhos Pd G3 45,P2Et 29,798.0,1428.0000001,0.5588235293726314
91,e2,n13,DTBPF Pd G3 38,BEMP 27,337.0,1428.0000001,0.2359943977425774
90,e2,n13,DTBPF Pd G3 38,BTMG 26,333.0,1428.0000001,0.2331932772945943
92,e2,n13,DTBPF Pd G3 38,BTTP 28,328.0,1428.0000001,0.2296918767346154
88,e2,n13,DTBPF Pd G3 38,DBU 24,349.0,1428.0000001,0.24439775908652675
89,e2,n13,DTBPF Pd G3 38,MTBD 25,340.0,1428.0000001,0.23809523807856475
93,e2,n13,DTBPF Pd G3 38,P1-t-octyl S17,343.0,1428.0000001,0.2401960784145521
95,e2,n13,DTBPF Pd G3 38,P2-t-Bu S18,334.0,1428.0000001,0.23389355740659007
94,e2,n13,DTBPF Pd G3 38,P2Et 29,329.0,1428.0000001,0.23039215684661118
75,e2,n13,RockPhos Pd G3 44,BEMP 27,347.0,1428.0000001,0.2429971988625352
74,e2,n13,RockPhos Pd G3 44,BTMG 26,336.0,1428.0000001,0.23529411763058164
76,e2,n13,RockPhos Pd G3 44,BTTP 28,341.0,1428.0000001,0.23879551819056052
72,e2,n13,RockPhos Pd G3 44,DBU 24,337.0,1428.0000001,0.2359943977425774
73,e2,n13,RockPhos Pd G3 44,MTBD 25,346.0,1428.0000001,0.2422969187505394
77,e2,n13,RockPhos Pd G3 44,P1-t-octyl S17,341.0,1428.0000001,0.23879551819056052
79,e2,n13,RockPhos Pd G3 44,P2-t-Bu S18,343.0,1428.0000001,0.2401960784145521
78,e2,n13,RockPhos Pd G3 44,P2Et 29,833.0,1428.0000001,0.5833333332924836
51,e2,n13,Xphos Pd G3 36,BEMP 27,328.0,1428.0000001,0.2296918767346154
50,e2,n13,Xphos Pd G3 36,BTMG 26,333.0,1428.0000001,0.2331932772945943
52,e2,n13,Xphos Pd G3 36,BTTP 28,344.0,1428.0000001,0.24089635852654787
48,e2,n13,Xphos Pd G3 36,DBU 24,286.0,1428.0000001,0.2002801120307927
49,e2,n13,Xphos Pd G3 36,MTBD 25,304.0,1428.0000001,0.2128851540467167
53,e2,n13,Xphos Pd G3 36,P1-t-octyl S17,343.0,1428.0000001,0.2401960784145521
55,e2,n13,Xphos Pd G3 36,P2-t-Bu S18,345.0,1428.0000001,0.24159663863854364
54,e2,n13,Xphos Pd G3 36,P2Et 29,352.0,1428.0000001,0.2464985994225141
67,e2,n13,tBuBrettPhos Pd G3 43,BEMP 27,345.0,1428.0000001,0.24159663863854364
66,e2,n13,tBuBrettPhos Pd G3 43,BTMG 26,340.0,1428.0000001,0.23809523807856475
68,e2,n13,tBuBrettPhos Pd G3 43,BTTP 28,354.0,1428.0000001,0.24789915964650563
64,e2,n13,tBuBrettPhos Pd G3 43,DBU 24,347.0,1428.0000001,0.2429971988625352
65,e2,n13,tBuBrettPhos Pd G3 43,MTBD 25,339.0,1428.0000001,0.23739495796656895
69,e2,n13,tBuBrettPhos Pd G3 43,P1-t-octyl S17,336.0,1428.0000001,0.23529411763058164
71,e2,n13,tBuBrettPhos Pd G3 43,P2-t-Bu S18,335.0,1428.0000001,0.23459383751858584
70,e2,n13,tBuBrettPhos Pd G3 43,P2Et 29,698.0,1428.0000001,0.4887955181730535
59,e2,n13,tBuXPHOS Pd G3 42,BEMP 27,336.0,1428.0000001,0.23529411763058164
58,e2,n13,tBuXPHOS Pd G3 42,BTMG 26,334.0,1428.0000001,0.23389355740659007
60,e2,n13,tBuXPHOS Pd G3 42,BTTP 28,336.0,1428.0000001,0.23529411763058164
56,e2,n13,tBuXPHOS Pd G3 42,DBU 24,338.0,1428.0000001,0.23669467785457318
57,e2,n13,tBuXPHOS Pd G3 42,MTBD 25,334.0,1428.0000001,0.23389355740659007
61,e2,n13,tBuXPHOS Pd G3 42,P1-t-octyl S17,334.0,1428.0000001,0.23389355740659007
63,e2,n13,tBuXPHOS Pd G3 42,P2-t-Bu S18,354.0,1428.0000001,0.24789915964650563
62,e2,n13,tBuXPHOS Pd G3 42,P2Et 29,1428.0,1428.0000001,0.9999999999299719
131,e2,n16,AdBrettPhos Pd G3 45,BEMP 27,295.0,581.0000001,0.5077452666940198
130,e2,n16,AdBrettPhos Pd G3 45,BTMG 26,391.0,581.0000001,0.6729776246690228
132,e2,n16,AdBrettPhos Pd G3 45,BTTP 28,265.0,581.0000001,0.4561101548268313
128,e2,n16,AdBrettPhos Pd G3 45,DBU 24,232.0,581.0000001,0.39931153177292406
129,e2,n16,AdBrettPhos Pd G3 45,MTBD 25,503.0,581.0000001,0.865748708973193
133,e2,n16,AdBrettPhos Pd G3 45,P1-t-octyl S17,226.0,581.0000001,0.3889845093994863
135,e2,n16,AdBrettPhos Pd G3 45,P2-t-Bu S18,435.0,581.0000001,0.7487091220742326
134,e2,n16,AdBrettPhos Pd G3 45,P2Et 29,224.0,581.0000001,0.38554216860834045
139,e2,n16,DTBPF Pd G3 38,BEMP 27,233.0,581.0000001,0.40103270216849696
138,e2,n16,DTBPF Pd G3 38,BTMG 26,224.0,581.0000001,0.38554216860834045
140,e2,n16,DTBPF Pd G3 38,BTTP 28,234.0,581.0000001,0.4027538725640699
136,e2,n16,DTBPF Pd G3 38,DBU 24,222.0,581.0000001,0.38209982781719454
137,e2,n16,DTBPF Pd G3 38,MTBD 25,235.0,581.0000001,0.40447504295964287
141,e2,n16,DTBPF Pd G3 38,P1-t-octyl S17,223.0,581.0000001,0.3838209982127675
143,e2,n16,DTBPF Pd G3 38,P2-t-Bu S18,224.0,581.0000001,0.38554216860834045
142,e2,n16,DTBPF Pd G3 38,P2Et 29,223.0,581.0000001,0.3838209982127675
123,e2,n16,RockPhos Pd G3 44,BEMP 27,273.0,581.0000001,0.4698795179914149
122,e2,n16,RockPhos Pd G3 44,BTMG 26,335.0,581.0000001,0.5765920825169377
124,e2,n16,RockPhos Pd G3 44,BTTP 28,288.0,581.0000001,0.4956970739250091
120,e2,n16,RockPhos Pd G3 44,DBU 24,224.0,581.0000001,0.38554216860834045
121,e2,n16,RockPhos Pd G3 44,MTBD 25,312.0,581.0000001,0.5370051634187599
125,e2,n16,RockPhos Pd G3 44,P1-t-octyl S17,230.0,581.0000001,0.39586919098177814
127,e2,n16,RockPhos Pd G3 44,P2-t-Bu S18,448.0,581.0000001,0.7710843372166809
126,e2,n16,RockPhos Pd G3 44,P2Et 29,225.0,581.0000001,0.3872633390039134
99,e2,n16,Xphos Pd G3 36,BEMP 27,226.0,581.0000001,0.3889845093994863
98,e2,n16,Xphos Pd G3 36,BTMG 26,226.0,581.0000001,0.3889845093994863
100,e2,n16,Xphos Pd G3 36,BTTP 28,236.0,581.0000001,0.40619621335521583
96,e2,n16,Xphos Pd G3 36,DBU 24,223.0,581.0000001,0.3838209982127675
97,e2,n16,Xphos Pd G3 36,MTBD 25,225.0,581.0000001,0.3872633390039134
101,e2,n16,Xphos Pd G3 36,P1-t-octyl S17,234.0,581.0000001,0.4027538725640699
103,e2,n16,Xphos Pd G3 36,P2-t-Bu S18,234.0,581.0000001,0.4027538725640699
102,e2,n16,Xphos Pd G3 36,P2Et 29,234.0,581.0000001,0.4027538725640699
115,e2,n16,tBuBrettPhos Pd G3 43,BEMP 27,278.0,581.0000001,0.47848536996927965
114,e2,n16,tBuBrettPhos Pd G3 43,BTMG 26,349.0,581.0000001,0.600688468054959
116,e2,n16,tBuBrettPhos Pd G3 43,BTTP 28,267.0,581.0000001,0.45955249561797723
112,e2,n16,tBuBrettPhos Pd G3 43,DBU 24,230.0,581.0000001,0.39586919098177814
113,e2,n16,tBuBrettPhos Pd G3 43,MTBD 25,329.0,581.0000001,0.5662650601435
117,e2,n16,tBuBrettPhos Pd G3 43,P1-t-octyl S17,227.0,581.0000001,0.39070567979505927
119,e2,n16,tBuBrettPhos Pd G3 43,P2-t-Bu S18,581.0,581.0000001,0.999999999827883
118,e2,n16,tBuBrettPhos Pd G3 43,P2Et 29,223.0,581.0000001,0.3838209982127675
107,e2,n16,tBuXPHOS Pd G3 42,BEMP 27,255.0,581.0000001,0.43889845087110185
106,e2,n16,tBuXPHOS Pd G3 42,BTMG 26,269.0,581.0000001,0.46299483640912314
108,e2,n16,tBuXPHOS Pd G3 42,BTTP 28,253.0,581.0000001,0.43545611007995594
104,e2,n16,tBuXPHOS Pd G3 42,DBU 24,231.0,581.0000001,0.3975903613773511
105,e2,n16,tBuXPHOS Pd G3 42,MTBD 25,290.0,581.0000001,0.499139414716155
109,e2,n16,tBuXPHOS Pd G3 42,P1-t-octyl S17,270.0,581.0000001,0.46471600680469605
111,e2,n16,tBuXPHOS Pd G3 42,P2-t-Bu S18,253.0,581.0000001,0.43545611007995594
110,e2,n16,tBuXPHOS Pd G3 42,P2Et 29,236.0,581.0000001,0.40619621335521583
179,e2,n17,AdBrettPhos Pd G3 45,BEMP 27,445.0,579.0000001,0.7685664938223548
178,e2,n17,AdBrettPhos Pd G3 45,BTMG 26,428.0,579.0000001,0.7392055266426243
180,e2,n17,AdBrettPhos Pd G3 45,BTTP 28,297.0,579.0000001,0.5129533677870547
176,e2,n17,AdBrettPhos Pd G3 45,DBU 24,267.0,579.0000001,0.46113989629341284
177,e2,n17,AdBrettPhos Pd G3 45,MTBD 25,579.0,579.0000001,0.9999999998272885
181,e2,n17,AdBrettPhos Pd G3 45,P1-t-octyl S17,262.0,579.0000001,0.4525043177111392
183,e2,n17,AdBrettPhos Pd G3 45,P2-t-Bu S18,516.0,579.0000001,0.8911917096906405
182,e2,n17,AdBrettPhos Pd G3 45,P2Et 29,257.0,579.0000001,0.44386873912886554
187,e2,n17,DTBPF Pd G3 38,BEMP 27,278.0,579.0000001,0.4801381691744149
186,e2,n17,DTBPF Pd G3 38,BTMG 26,258.0,579.0000001,0.44559585484532027
188,e2,n17,DTBPF Pd G3 38,BTTP 28,271.0,579.0000001,0.46804835915923176
184,e2,n17,DTBPF Pd G3 38,DBU 24,239.0,579.0000001,0.4127806562326804
185,e2,n17,DTBPF Pd G3 38,MTBD 25,281.0,579.0000001,0.48531951632377907
189,e2,n17,DTBPF Pd G3 38,P1-t-octyl S17,237.0,579.0000001,0.40932642479977094
191,e2,n17,DTBPF Pd G3 38,P2-t-Bu S18,261.0,579.0000001,0.45077720199468446
190,e2,n17,DTBPF Pd G3 38,P2Et 29,238.0,579.0000001,0.41105354051622567
171,e2,n17,RockPhos Pd G3 44,BEMP 27,391.0,579.0000001,0.6753022451337993
170,e2,n17,RockPhos Pd G3 44,BTMG 26,364.0,579.0000001,0.6286701207895216
172,e2,n17,RockPhos Pd G3 44,BTTP 28,351.0,579.0000001,0.6062176164756101
168,e2,n17,RockPhos Pd G3 44,DBU 24,259.0,579.0000001,0.447322970561775
169,e2,n17,RockPhos Pd G3 44,MTBD 25,442.0,579.0000001,0.7633851466729905
173,e2,n17,RockPhos Pd G3 44,P1-t-octyl S17,267.0,579.0000001,0.46113989629341284
175,e2,n17,RockPhos Pd G3 44,P2-t-Bu S18,539.0,579.0000001,0.9309153711690993
174,e2,n17,RockPhos Pd G3 44,P2Et 29,252.0,579.0000001,0.4352331605465919
147,e2,n17,Xphos Pd G3 36,BEMP 27,271.0,579.0000001,0.46804835915923176
146,e2,n17,Xphos Pd G3 36,BTMG 26,275.0,579.0000001,0.4749568220250507
148,e2,n17,Xphos Pd G3 36,BTTP 28,273.0,579.0000001,0.4715025905921412
144,e2,n17,Xphos Pd G3 36,DBU 24,274.0,579.0000001,0.47322970630859595
145,e2,n17,Xphos Pd G3 36,MTBD 25,280.0,579.0000001,0.48359240060732434
149,e2,n17,Xphos Pd G3 36,P1-t-octyl S17,273.0,579.0000001,0.4715025905921412
151,e2,n17,Xphos Pd G3 36,P2-t-Bu S18,281.0,579.0000001,0.48531951632377907
150,e2,n17,Xphos Pd G3 36,P2Et 29,273.0,579.0000001,0.4715025905921412
163,e2,n17,tBuBrettPhos Pd G3 43,BEMP 27,358.0,579.0000001,0.6183074264907932
162,e2,n17,tBuBrettPhos Pd G3 43,BTMG 26,432.0,579.0000001,0.7461139895084432
164,e2,n17,tBuBrettPhos Pd G3 43,BTTP 28,363.0,579.0000001,0.6269430050730669
160,e2,n17,tBuBrettPhos Pd G3 43,DBU 24,267.0,579.0000001,0.46113989629341284
161,e2,n17,tBuBrettPhos Pd G3 43,MTBD 25,273.0,579.0000001,0.4715025905921412
165,e2,n17,tBuBrettPhos Pd G3 43,P1-t-octyl S17,278.0,579.0000001,0.4801381691744149
167,e2,n17,tBuBrettPhos Pd G3 43,P2-t-Bu S18,558.0,579.0000001,0.9637305697817392
166,e2,n17,tBuBrettPhos Pd G3 43,P2Et 29,262.0,579.0000001,0.4525043177111392
155,e2,n17,tBuXPHOS Pd G3 42,BEMP 27,436.0,579.0000001,0.7530224523742621
154,e2,n17,tBuXPHOS Pd G3 42,BTMG 26,317.0,579.0000001,0.5474956821161493
156,e2,n17,tBuXPHOS Pd G3 42,BTTP 28,419.0,579.0000001,0.7236614851945318
152,e2,n17,tBuXPHOS Pd G3 42,DBU 24,271.0,579.0000001,0.46804835915923176
153,e2,n17,tBuXPHOS Pd G3 42,MTBD 25,407.0,579.0000001,0.702936096597075
157,e2,n17,tBuXPHOS Pd G3 42,P1-t-octyl S17,309.0,579.0000001,0.5336787563845115
159,e2,n17,tBuXPHOS Pd G3 42,P2-t-Bu S18,302.0,579.0000001,0.5215889463693284
158,e2,n17,tBuXPHOS Pd G3 42,P2Et 29,275.0,579.0000001,0.4749568220250507
35,e2,n9,AdBrettPhos Pd G3 45,BEMP 27,254.0,4168.0000001,0.060940499038845
34,e2,n9,AdBrettPhos Pd G3 45,BTMG 26,258.0,4168.0000001,0.06190019193709453
36,e2,n9,AdBrettPhos Pd G3 45,BTTP 28,238.0,4168.0000001,0.05710172744584689
32,e2,n9,AdBrettPhos Pd G3 45,DBU 24,244.0,4168.0000001,0.05854126679322118
33,e2,n9,AdBrettPhos Pd G3 45,MTBD 25,267.0,4168.0000001,0.06405950095815596
37,e2,n9,AdBrettPhos Pd G3 45,P1-t-octyl S17,255.0,4168.0000001,0.061180422263407384
39,e2,n9,AdBrettPhos Pd G3 45,P2-t-Bu S18,251.0,4168.0000001,0.060220729365157856
38,e2,n9,AdBrettPhos Pd G3 45,P2Et 29,239.0,4168.0000001,0.05734165067040927
43,e2,n9,DTBPF Pd G3 38,BEMP 27,255.0,4168.0000001,0.061180422263407384
42,e2,n9,DTBPF Pd G3 38,BTMG 26,262.0,4168.0000001,0.06285988483534405
44,e2,n9,DTBPF Pd G3 38,BTTP 28,248.0,4168.0000001,0.059500959691470706
40,e2,n9,DTBPF Pd G3 38,DBU 24,238.0,4168.0000001,0.05710172744584689
41,e2,n9,DTBPF Pd G3 38,MTBD 25,268.0,4168.0000001,0.06429942418271835
45,e2,n9,DTBPF Pd G3 38,P1-t-octyl S17,254.0,4168.0000001,0.060940499038845
47,e2,n9,DTBPF Pd G3 38,P2-t-Bu S18,255.0,4168.0000001,0.061180422263407384
46,e2,n9,DTBPF Pd G3 38,P2Et 29,241.0,4168.0000001,0.057821497119534035
27,e2,n9,RockPhos Pd G3 44,BEMP 27,267.0,4168.0000001,0.06405950095815596
26,e2,n9,RockPhos Pd G3 44,BTMG 26,247.0,4168.0000001,0.05926103646690833
28,e2,n9,RockPhos Pd G3 44,BTTP 28,247.0,4168.0000001,0.05926103646690833
24,e2,n9,RockPhos Pd G3 44,DBU 24,250.0,4168.0000001,0.05998080614059547
25,e2,n9,RockPhos Pd G3 44,MTBD 25,232.0,4168.0000001,0.0556621880984726
29,e2,n9,RockPhos Pd G3 44,P1-t-octyl S17,246.0,4168.0000001,0.05902111324234594
31,e2,n9,RockPhos Pd G3 44,P2-t-Bu S18,246.0,4168.0000001,0.05902111324234594
30,e2,n9,RockPhos Pd G3 44,P2Et 29,252.0,4168.0000001,0.060460652589720235
3,e2,n9,Xphos Pd G3 36,BEMP 27,320.0,4168.0000001,0.0767754318599622
2,e2,n9,Xphos Pd G3 36,BTMG 26,290.0,4168.0000001,0.06957773512309075
4,e2,n9,Xphos Pd G3 36,BTTP 28,303.0,4168.0000001,0.07269673704240172
0,e2,n9,Xphos Pd G3 36,DBU 24,243.0,4168.0000001,0.0583013435686588
1,e2,n9,Xphos Pd G3 36,MTBD 25,246.0,4168.0000001,0.05902111324234594
5,e2,n9,Xphos Pd G3 36,P1-t-octyl S17,230.0,4168.0000001,0.055182341649347835
7,e2,n9,Xphos Pd G3 36,P2-t-Bu S18,282.0,4168.0000001,0.06765834932659169
6,e2,n9,Xphos Pd G3 36,P2Et 29,242.0,4168.0000001,0.05806142034409642
19,e2,n9,tBuBrettPhos Pd G3 43,BEMP 27,510.0,4168.0000001,0.12236084452681477
18,e2,n9,tBuBrettPhos Pd G3 43,BTMG 26,413.0,4168.0000001,0.09908829174426372
20,e2,n9,tBuBrettPhos Pd G3 43,BTTP 28,380.0,4168.0000001,0.09117082533370512
16,e2,n9,tBuBrettPhos Pd G3 43,DBU 24,435.0,4168.0000001,0.10436660268463613
17,e2,n9,tBuBrettPhos Pd G3 43,MTBD 25,496.0,4168.0000001,0.11900191938294141
21,e2,n9,tBuBrettPhos Pd G3 43,P1-t-octyl S17,415.0,4168.0000001,0.09956813819338849
23,e2,n9,tBuBrettPhos Pd G3 43,P2-t-Bu S18,259.0,4168.0000001,0.062140115161656906
22,e2,n9,tBuBrettPhos Pd G3 43,P2Et 29,289.0,4168.0000001,0.06933781189852836
11,e2,n9,tBuXPHOS Pd G3 42,BEMP 27,797.0,4168.0000001,0.19121880997621837
10,e2,n9,tBuXPHOS Pd G3 42,BTMG 26,3498.0,4168.0000001,0.8392514395192119
12,e2,n9,tBuXPHOS Pd G3 42,BTTP 28,1308.0,4168.0000001,0.3138195777275955
8,e2,n9,tBuXPHOS Pd G3 42,DBU 24,300.0,4168.0000001,0.07197696736871456
9,e2,n9,tBuXPHOS Pd G3 42,MTBD 25,4168.0,4168.0000001,0.9999999999760077
13,e2,n9,tBuXPHOS Pd G3 42,P1-t-octyl S17,471.0,4168.0000001,0.11300383876888187
15,e2,n9,tBuXPHOS Pd G3 42,P2-t-Bu S18,1830.0,4168.0000001,0.43905950094915885
14,e2,n9,tBuXPHOS Pd G3 42,P2Et 29,415.0,4168.0000001,0.09956813819338849
227,e4,n14,AdBrettPhos Pd G3 45,BEMP 27,492.0,10238.0000001,0.04805626098800492
226,e4,n14,AdBrettPhos Pd G3 45,BTMG 26,1975.0,10238.0000001,0.19290877124249942
228,e4,n14,AdBrettPhos Pd G3 45,BTTP 28,388.0,10238.0000001,0.03789802695802014
224,e4,n14,AdBrettPhos Pd G3 45,DBU 24,1185.0,10238.0000001,0.11574526274549965
225,e4,n14,AdBrettPhos Pd G3 45,MTBD 25,2052.0,10238.0000001,0.2004297714377766
229,e4,n14,AdBrettPhos Pd G3 45,P1-t-octyl S17,273.0,10238.0000001,0.026665364328710046
231,e4,n14,AdBrettPhos Pd G3 45,P2-t-Bu S18,1130.0,10238.0000001,0.11037311974887308
230,e4,n14,AdBrettPhos Pd G3 45,P2Et 29,802.0,10238.0000001,0.07833561242353647
235,e4,n14,DTBPF Pd G3 38,BEMP 27,315.0,10238.0000001,0.030767728071588514
234,e4,n14,DTBPF Pd G3 38,BTMG 26,339.0,10238.0000001,0.033111935924661925
236,e4,n14,DTBPF Pd G3 38,BTTP 28,262.0,10238.0000001,0.025590935729384732
232,e4,n14,DTBPF Pd G3 38,DBU 24,338.0,10238.0000001,0.03301426059745053
233,e4,n14,DTBPF Pd G3 38,MTBD 25,366.0,10238.0000001,0.03574916975936951
237,e4,n14,DTBPF Pd G3 38,P1-t-octyl S17,271.0,10238.0000001,0.026470013674287262
239,e4,n14,DTBPF Pd G3 38,P2-t-Bu S18,344.0,10238.0000001,0.03360031256071889
238,e4,n14,DTBPF Pd G3 38,P2Et 29,267.0,10238.0000001,0.02607931236544169
219,e4,n14,RockPhos Pd G3 44,BEMP 27,428.0,10238.0000001,0.041805040046475825
218,e4,n14,RockPhos Pd G3 44,BTMG 26,532.0,10238.0000001,0.0519632740764606
220,e4,n14,RockPhos Pd G3 44,BTTP 28,349.0,10238.0000001,0.034088689196775844
216,e4,n14,RockPhos Pd G3 44,DBU 24,5716.0,10238.0000001,0.5583121703403173
217,e4,n14,RockPhos Pd G3 44,MTBD 25,2632.0,10238.0000001,0.257081461220384
221,e4,n14,RockPhos Pd G3 44,P1-t-octyl S17,294.0,10238.0000001,0.028716546200149278
223,e4,n14,RockPhos Pd G3 44,P2-t-Bu S18,651.0,10238.0000001,0.06358663801461627
222,e4,n14,RockPhos Pd G3 44,P2Et 29,551.0,10238.0000001,0.053819105293477054
195,e4,n14,Xphos Pd G3 36,BEMP 27,721.0,10238.0000001,0.0704239109194137
194,e4,n14,Xphos Pd G3 36,BTMG 26,676.0,10238.0000001,0.06602852119490106
196,e4,n14,Xphos Pd G3 36,BTTP 28,711.0,10238.0000001,0.06944715764729979
192,e4,n14,Xphos Pd G3 36,DBU 24,222.0,10238.0000001,0.021683922640929047
193,e4,n14,Xphos Pd G3 36,MTBD 25,565.0,10238.0000001,0.05518655987443654
197,e4,n14,Xphos Pd G3 36,P1-t-octyl S17,453.0,10238.0000001,0.044246923226760625
199,e4,n14,Xphos Pd G3 36,P2-t-Bu S18,512.0,10238.0000001,0.05000976753223276
198,e4,n14,Xphos Pd G3 36,P2Et 29,439.0,10238.0000001,0.04287946864580113
211,e4,n14,tBuBrettPhos Pd G3 43,BEMP 27,3059.0,10238.0000001,0.29878882593964845
210,e4,n14,tBuBrettPhos Pd G3 43,BTMG 26,4573.0,10238.0000001,0.4466692713376961
212,e4,n14,tBuBrettPhos Pd G3 43,BTTP 28,2055.0,10238.0000001,0.2007227974194108
208,e4,n14,tBuBrettPhos Pd G3 43,DBU 24,7781.0,10238.0000001,0.760011721031842
209,e4,n14,tBuBrettPhos Pd G3 43,MTBD 25,6737.0,10238.0000001,0.6580386794231486
213,e4,n14,tBuBrettPhos Pd G3 43,P1-t-octyl S17,872.0,10238.0000001,0.08517288532833392
215,e4,n14,tBuBrettPhos Pd G3 43,P2-t-Bu S18,6028.0,10238.0000001,0.5887868724302716
214,e4,n14,tBuBrettPhos Pd G3 43,P2Et 29,1794.0,10238.0000001,0.17522953701723745
203,e4,n14,tBuXPHOS Pd G3 42,BEMP 27,5837.0,10238.0000001,0.5701308849328958
202,e4,n14,tBuXPHOS Pd G3 42,BTMG 26,6478.0,10238.0000001,0.632740769675398
204,e4,n14,tBuXPHOS Pd G3 42,BTTP 28,4883.0,10238.0000001,0.47694862277322764
200,e4,n14,tBuXPHOS Pd G3 42,DBU 24,10238.0,10238.0000001,0.9999999999902324
201,e4,n14,tBuXPHOS Pd G3 42,MTBD 25,5497.0,10238.0000001,0.5369212736810224
205,e4,n14,tBuXPHOS Pd G3 42,P1-t-octyl S17,3177.0,10238.0000001,0.3103145145505927
207,e4,n14,tBuXPHOS Pd G3 42,P2-t-Bu S18,8706.0,10238.0000001,0.8503613987023797
206,e4,n14,tBuXPHOS Pd G3 42,P2Et 29,793.0,10238.0000001,0.07745653447863395
275,e5,n10,AdBrettPhos Pd G3 45,BEMP 27,232.0,4935.0000001,0.047011144882532704
274,e5,n10,AdBrettPhos Pd G3 45,BTMG 26,245.0,4935.0000001,0.049645390069916
276,e5,n10,AdBrettPhos Pd G3 45,BTTP 28,240.0,4935.0000001,0.04863221884399935
272,e5,n10,AdBrettPhos Pd G3 45,DBU 24,223.0,4935.0000001,0.04518743667588273
273,e5,n10,AdBrettPhos Pd G3 45,MTBD 25,250.0,4935.0000001,0.050658561295832655
277,e5,n10,AdBrettPhos Pd G3 45,P1-t-octyl S17,218.0,4935.0000001,0.044174265449966076
279,e5,n10,AdBrettPhos Pd G3 45,P2-t-Bu S18,229.0,4935.0000001,0.046403242146982715
278,e5,n10,AdBrettPhos Pd G3 45,P2Et 29,4935.0,4935.0000001,0.9999999999797367
283,e5,n10,DTBPF Pd G3 38,BEMP 27,277.0,4935.0000001,0.05612968591578258
282,e5,n10,DTBPF Pd G3 38,BTMG 26,263.0,4935.0000001,0.05329280648321595
284,e5,n10,DTBPF Pd G3 38,BTTP 28,301.0,4935.0000001,0.060992907800182516
280,e5,n10,DTBPF Pd G3 38,DBU 24,341.0,4935.0000001,0.06909827760751575
281,e5,n10,DTBPF Pd G3 38,MTBD 25,326.0,4935.0000001,0.06605876392976578
285,e5,n10,DTBPF Pd G3 38,P1-t-octyl S17,264.0,4935.0000001,0.053495440728399284
287,e5,n10,DTBPF Pd G3 38,P2-t-Bu S18,337.0,4935.0000001,0.06828774062678242
286,e5,n10,DTBPF Pd G3 38,P2Et 29,407.0,4935.0000001,0.08247213778961557
267,e5,n10,RockPhos Pd G3 44,BEMP 27,211.0,4935.0000001,0.04275582573368276
266,e5,n10,RockPhos Pd G3 44,BTMG 26,214.0,4935.0000001,0.043363728469232754
268,e5,n10,RockPhos Pd G3 44,BTTP 28,211.0,4935.0000001,0.04275582573368276
264,e5,n10,RockPhos Pd G3 44,DBU 24,212.0,4935.0000001,0.04295845997886609
265,e5,n10,RockPhos Pd G3 44,MTBD 25,226.0,4935.0000001,0.04579533941143272
269,e5,n10,RockPhos Pd G3 44,P1-t-octyl S17,210.0,4935.0000001,0.04255319148849943
271,e5,n10,RockPhos Pd G3 44,P2-t-Bu S18,221.0,4935.0000001,0.044782168185516065
270,e5,n10,RockPhos Pd G3 44,P2Et 29,4680.0,4935.0000001,0.9483282674579873
243,e5,n10,Xphos Pd G3 36,BEMP 27,215.0,4935.0000001,0.043566362714416086
242,e5,n10,Xphos Pd G3 36,BTMG 26,217.0,4935.0000001,0.04397163120478274
244,e5,n10,Xphos Pd G3 36,BTTP 28,215.0,4935.0000001,0.043566362714416086
240,e5,n10,Xphos Pd G3 36,DBU 24,217.0,4935.0000001,0.04397163120478274
241,e5,n10,Xphos Pd G3 36,MTBD 25,217.0,4935.0000001,0.04397163120478274
245,e5,n10,Xphos Pd G3 36,P1-t-octyl S17,214.0,4935.0000001,0.043363728469232754
247,e5,n10,Xphos Pd G3 36,P2-t-Bu S18,214.0,4935.0000001,0.043363728469232754
246,e5,n10,Xphos Pd G3 36,P2Et 29,216.0,4935.0000001,0.04376899695959941
259,e5,n10,tBuBrettPhos Pd G3 43,BEMP 27,251.0,4935.0000001,0.05086119554101599
258,e5,n10,tBuBrettPhos Pd G3 43,BTMG 26,319.0,4935.0000001,0.06464032421348247
260,e5,n10,tBuBrettPhos Pd G3 43,BTTP 28,252.0,4935.0000001,0.05106382978619932
256,e5,n10,tBuBrettPhos Pd G3 43,DBU 24,304.0,4935.0000001,0.061600810535732506
257,e5,n10,tBuBrettPhos Pd G3 43,MTBD 25,309.0,4935.0000001,0.06261398176164916
261,e5,n10,tBuBrettPhos Pd G3 43,P1-t-octyl S17,229.0,4935.0000001,0.046403242146982715
263,e5,n10,tBuBrettPhos Pd G3 43,P2-t-Bu S18,222.0,4935.0000001,0.0449848024306994
