Unnamed: 0,base_name,solvent_name,activator_name,nucleophile_name,base_smiles,solvent_smiles,activator_smiles,nucleophile_smiles,yield,nucleophile_id
494,N-methylmorpholine,THF,TCFH,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.25,n6
495,Diisopropylethylamine,THF,TCFH,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.42,n6
496,1-Methylimidazole,MeCN,TCFH,2-methyl-4-nitroaniline,Cn1ccnc1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.46,n6
497,"2,6-Lutidine",MeCN,TCFH,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.59,n6
498,N-methylmorpholine,MeCN,TCFH,2-methyl-4-nitroaniline,CN1CCOCC1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.09,n6
499,Diisopropylethylamine,MeCN,TCFH,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,6.36,n6
500,1-Methylimidazole,DMF,TCFH,2-methyl-4-nitroaniline,Cn1ccnc1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.6,n6
501,"2,6-Lutidine",DMF,TCFH,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.91,n6
502,N-methylmorpholine,DMF,TCFH,2-methyl-4-nitroaniline,CN1CCOCC1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,14.8,n6
503,Diisopropylethylamine,DMF,TCFH,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.05,n6
504,1-Methylimidazole,THF,HATU,2-methyl-4-nitroaniline,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,3.03,n6
505,"2,6-Lutidine",THF,HATU,2-methyl-4-nitroaniline,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,0.43,n6
506,N-methylmorpholine,THF,HATU,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.76,n6
507,Diisopropylethylamine,THF,HATU,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,3.54,n6
508,1-Methylimidazole,MeCN,HATU,2-methyl-4-nitroaniline,Cn1ccnc1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.97,n6
509,"2,6-Lutidine",MeCN,HATU,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.12,n6
510,N-methylmorpholine,MeCN,HATU,2-methyl-4-nitroaniline,CN1CCOCC1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.85,n6
511,Diisopropylethylamine,MeCN,HATU,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,3.48,n6
512,1-Methylimidazole,DMF,HATU,2-methyl-4-nitroaniline,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.45,n6
513,"2,6-Lutidine",DMF,HATU,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.04,n6
514,N-methylmorpholine,DMF,HATU,2-methyl-4-nitroaniline,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.86,n6
515,Diisopropylethylamine,DMF,HATU,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.0,n6
516,1-Methylimidazole,THF,PyBOP,2-methyl-4-nitroaniline,Cn1ccnc1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,3.12,n6
517,"2,6-Lutidine",THF,PyBOP,2-methyl-4-nitroaniline,Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,1.06,n6
518,N-methylmorpholine,THF,PyBOP,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,2.49,n6
519,Diisopropylethylamine,THF,PyBOP,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,3.84,n6
520,1-Methylimidazole,MeCN,PyBOP,2-methyl-4-nitroaniline,Cn1ccnc1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,3.47,n6
521,"2,6-Lutidine",MeCN,PyBOP,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,2.76,n6
522,N-methylmorpholine,MeCN,PyBOP,2-methyl-4-nitroaniline,CN1CCOCC1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,3.9,n6
523,Diisopropylethylamine,MeCN,PyBOP,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,2.86,n6
524,1-Methylimidazole,DMF,PyBOP,2-methyl-4-nitroaniline,Cn1ccnc1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,2.44,n6
525,"2,6-Lutidine",DMF,PyBOP,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,0.94,n6
526,N-methylmorpholine,DMF,PyBOP,2-methyl-4-nitroaniline,CN1CCOCC1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,1.77,n6
527,Diisopropylethylamine,DMF,PyBOP,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1cc([N+](=O)[O-])ccc1N,1.97,n6
528,1-Methylimidazole,THF,BOP-Cl,2-methyl-4-nitroaniline,Cn1ccnc1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,2.3,n6
529,"2,6-Lutidine",THF,BOP-Cl,2-methyl-4-nitroaniline,Cc1cccc(C)n1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,1.72,n6
530,N-methylmorpholine,THF,BOP-Cl,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,1.35,n6
531,Diisopropylethylamine,THF,BOP-Cl,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,3.29,n6
532,1-Methylimidazole,MeCN,BOP-Cl,2-methyl-4-nitroaniline,Cn1ccnc1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,2.11,n6
533,"2,6-Lutidine",MeCN,BOP-Cl,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,16.15,n6
534,N-methylmorpholine,MeCN,BOP-Cl,2-methyl-4-nitroaniline,CN1CCOCC1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,1.93,n6
535,Diisopropylethylamine,MeCN,BOP-Cl,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,5.3,n6
536,1-Methylimidazole,DMF,BOP-Cl,2-methyl-4-nitroaniline,Cn1ccnc1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,4.02,n6
537,"2,6-Lutidine",DMF,BOP-Cl,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,0.91,n6
538,N-methylmorpholine,DMF,BOP-Cl,2-methyl-4-nitroaniline,CN1CCOCC1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,1.33,n6
539,Diisopropylethylamine,DMF,BOP-Cl,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1cc([N+](=O)[O-])ccc1N,3.77,n6
540,1-Methylimidazole,THF,TFFH,2-methyl-4-nitroaniline,Cn1ccnc1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.3,n6
541,"2,6-Lutidine",THF,TFFH,2-methyl-4-nitroaniline,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.78,n6
542,N-methylmorpholine,THF,TFFH,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.61,n6
543,Diisopropylethylamine,THF,TFFH,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.71,n6
544,1-Methylimidazole,MeCN,TFFH,2-methyl-4-nitroaniline,Cn1ccnc1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.54,n6
545,"2,6-Lutidine",MeCN,TFFH,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.62,n6
546,N-methylmorpholine,MeCN,TFFH,2-methyl-4-nitroaniline,CN1CCOCC1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.9,n6
547,Diisopropylethylamine,MeCN,TFFH,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.26,n6
548,1-Methylimidazole,DMF,TFFH,2-methyl-4-nitroaniline,Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.58,n6
549,"2,6-Lutidine",DMF,TFFH,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,3.02,n6
550,N-methylmorpholine,DMF,TFFH,2-methyl-4-nitroaniline,CN1CCOCC1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.97,n6
551,Diisopropylethylamine,DMF,TFFH,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.72,n6
552,1-Methylimidazole,THF,DPPCl,2-methyl-4-nitroaniline,Cn1ccnc1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,3.4,n6
553,"2,6-Lutidine",THF,DPPCl,2-methyl-4-nitroaniline,Cc1cccc(C)n1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,1.92,n6
554,N-methylmorpholine,THF,DPPCl,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,1.46,n6
555,Diisopropylethylamine,THF,DPPCl,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,2.13,n6
556,1-Methylimidazole,MeCN,DPPCl,2-methyl-4-nitroaniline,Cn1ccnc1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,2.36,n6
557,"2,6-Lutidine",MeCN,DPPCl,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,3.65,n6
558,N-methylmorpholine,MeCN,DPPCl,2-methyl-4-nitroaniline,CN1CCOCC1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,2.25,n6
559,Diisopropylethylamine,MeCN,DPPCl,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,1.51,n6
560,1-Methylimidazole,DMF,DPPCl,2-methyl-4-nitroaniline,Cn1ccnc1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,2.67,n6
561,"2,6-Lutidine",DMF,DPPCl,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,1.62,n6
562,N-methylmorpholine,DMF,DPPCl,2-methyl-4-nitroaniline,CN1CCOCC1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,3.05,n6
563,Diisopropylethylamine,DMF,DPPCl,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1cc([N+](=O)[O-])ccc1N,1.69,n6
564,1-Methylimidazole,THF,HOTU,2-methyl-4-nitroaniline,Cn1ccnc1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.97,n6
565,"2,6-Lutidine",THF,HOTU,2-methyl-4-nitroaniline,Cc1cccc(C)n1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.4,n6
566,N-methylmorpholine,THF,HOTU,2-methyl-4-nitroaniline,CN1CCOCC1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,5.83,n6
567,Diisopropylethylamine,THF,HOTU,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,10.69,n6
568,1-Methylimidazole,MeCN,HOTU,2-methyl-4-nitroaniline,Cn1ccnc1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.33,n6
569,"2,6-Lutidine",MeCN,HOTU,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.03,n6
570,N-methylmorpholine,MeCN,HOTU,2-methyl-4-nitroaniline,CN1CCOCC1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.45,n6
571,Diisopropylethylamine,MeCN,HOTU,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,3.99,n6
572,1-Methylimidazole,DMF,HOTU,2-methyl-4-nitroaniline,Cn1ccnc1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,1.93,n6
573,"2,6-Lutidine",DMF,HOTU,2-methyl-4-nitroaniline,Cc1cccc(C)n1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,2.21,n6
574,N-methylmorpholine,DMF,HOTU,2-methyl-4-nitroaniline,CN1CCOCC1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.27,n6
575,Diisopropylethylamine,DMF,HOTU,2-methyl-4-nitroaniline,CCN(C(C)C)C(C)C,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1cc([N+](=O)[O-])ccc1N,4.81,n6
576,1-Methylimidazole,THF,PFTU,6-methylquinolin-5-amine,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,3.98,n7
577,"2,6-Lutidine",THF,PFTU,6-methylquinolin-5-amine,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,0.76,n7
578,N-methylmorpholine,THF,PFTU,6-methylquinolin-5-amine,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,2.19,n7
579,Diisopropylethylamine,THF,PFTU,6-methylquinolin-5-amine,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,3.75,n7
580,1-Methylimidazole,MeCN,PFTU,6-methylquinolin-5-amine,Cn1ccnc1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,6.34,n7
581,"2,6-Lutidine",MeCN,PFTU,6-methylquinolin-5-amine,Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,0.24,n7
582,N-methylmorpholine,MeCN,PFTU,6-methylquinolin-5-amine,CN1CCOCC1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,4.23,n7
583,Diisopropylethylamine,MeCN,PFTU,6-methylquinolin-5-amine,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,25.2,n7
584,1-Methylimidazole,DMF,PFTU,6-methylquinolin-5-amine,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,36.78,n7
585,"2,6-Lutidine",DMF,PFTU,6-methylquinolin-5-amine,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,5.67,n7
586,N-methylmorpholine,DMF,PFTU,6-methylquinolin-5-amine,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,15.17,n7
587,Diisopropylethylamine,DMF,PFTU,6-methylquinolin-5-amine,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,47.74,n7
588,1-Methylimidazole,THF,TCFH,6-methylquinolin-5-amine,Cn1ccnc1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,18.16,n7
589,"2,6-Lutidine",THF,TCFH,6-methylquinolin-5-amine,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,75.41,n7
590,N-methylmorpholine,THF,TCFH,6-methylquinolin-5-amine,CN1CCOCC1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,40.05,n7
591,Diisopropylethylamine,THF,TCFH,6-methylquinolin-5-amine,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,42.6,n7
592,1-Methylimidazole,MeCN,TCFH,6-methylquinolin-5-amine,Cn1ccnc1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,18.11,n7
593,"2,6-Lutidine",MeCN,TCFH,6-methylquinolin-5-amine,Cc1cccc(C)n1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,35.64,n7
594,N-methylmorpholine,MeCN,TCFH,6-methylquinolin-5-amine,CN1CCOCC1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,74.94,n7
595,Diisopropylethylamine,MeCN,TCFH,6-methylquinolin-5-amine,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,29.52,n7
596,1-Methylimidazole,DMF,TCFH,6-methylquinolin-5-amine,Cn1ccnc1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,28.29,n7
597,"2,6-Lutidine",DMF,TCFH,6-methylquinolin-5-amine,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,39.54,n7
598,N-methylmorpholine,DMF,TCFH,6-methylquinolin-5-amine,CN1CCOCC1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,34.65,n7
599,Diisopropylethylamine,DMF,TCFH,6-methylquinolin-5-amine,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,40.27,n7
600,1-Methylimidazole,THF,HATU,6-methylquinolin-5-amine,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,8.08,n7
601,"2,6-Lutidine",THF,HATU,6-methylquinolin-5-amine,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,0.09,n7
