ligand_name,ligand_smiles,electrophile_name,electrophile_id,electrophile_smiles,nucleophile_name,nucleophile_id,nucleophile_smiles,product_smiles,yield
CX-FBu,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,14.98
CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,77.41
Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,75.29
Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,73.61
Kwong,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,74.29
MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,72.44
P(o-Anis)3,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,21.07
Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,79.44
JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,76.75
"P(3,5-CF3-Ph)3",FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,70.8
P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,73.31
Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,8.07
PPh2Me,CP(c1ccccc1)c1ccccc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,79.67
PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,80.35
tBPh-CPhos,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,79.79
PPhMe2,CP(C)c1ccccc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,79.94
Cy-BippyPhos,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,78.48
PCy3 HBF4,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,47.28
CgMe-PPh,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,80.18
PPh3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,77.37
X-Phos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,81.25
PnBu3 HBF4,CCCCP(CCCC)CCCC,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,2-Isopropyl-1-methyl-1H-imidazole,nD,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C,77.33
A-caPhos,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
CX-FBu,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,34.04
Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,32.94
Kwong,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,21.87
MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,27.37
P(o-Anis)3,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,13.31
Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,30.21
JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,29.5
"P(3,5-CF3-Ph)3",FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,23.74
P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,31.61
Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.17
PPh2Me,CP(c1ccccc1)c1ccccc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.33
PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.5
tBPh-CPhos,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.47
PPhMe2,CP(C)c1ccccc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.34
Cy-BippyPhos,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,33.8
PCy3 HBF4,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,1.7
CgMe-PPh,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,23.25
PPh3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,4.4
X-Phos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,21.59
PnBu3 HBF4,CCCCP(CCCC)CCCC,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1,2.66
A-caPhos,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,9.62
BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,1.16
CX-FBu,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,0.44
CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,6.49
Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.69
Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.95
Kwong,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.98
MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,7.28
P(o-Anis)3,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,5.69
Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,13.89
JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,10.58
"P(3,5-CF3-Ph)3",FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,4.54
P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.13
Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,4.34
PPh2Me,CP(c1ccccc1)c1ccccc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,3.12
PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,6.97
tBPh-CPhos,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,11.38
PPhMe2,CP(C)c1ccccc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,4.32
Cy-BippyPhos,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,16.2
PCy3 HBF4,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,5.79
CgMe-PPh,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,15.49
PPh3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,7.08
X-Phos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,14.41
PnBu3 HBF4,CCCCP(CCCC)CCCC,1-Benzyl-5-bromo-1H-indole,e9,Brc1ccc2c(ccn2Cc2ccccc2)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1,4.78
A-caPhos,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,10.35
BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,5.94
CX-FBu,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,0.0
CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,19.0
Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,5.88
Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,1.73
Kwong,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,0.0
MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,8.39
P(o-Anis)3,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,e1,CCOC(=O)c1cc(Br)cn1CC,1-Methyl-1H-imidazole-4-carbonitrile,nC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC,26.49
